global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09
948421.4425102468	-2966.2477815704187	8798625.90167143	899503232613.2173	1364356.7469544492	-4898.301641948987	23993358.97552014	1861469332960.127	956191.1154857024	-3002.117746004951	9012710.960877849	914301449333.792	1003049.7341747888	1083903.3352630397	1.297049	26.052053	0.2843463786386173	0.1861237439111018	-0.0057192857	0.1382278261	0.0730993736	-0.072014079	-0.0211036164	-0.0234617921	-0.0607260487	0.0520528356	0.0733254589	-0.0213734587	-0.040191754	-0.0055592758	-0.0313908152	0.1459746576	-0.0811561558	-0.1366889196	0.0422930746	-0.0615683967	0.044115177	0.036356595	-0.0391365136	0.0097540526	-0.0231966841	-0.1399928017	0.1342216608	-0.0953998886	-0.0059027234	-0.0835380101	0.0192166285	-0.0120786935	-0.0034693648	-0.0621325933	0.0317506491	0.0094625566	-0.0488817138	0.0201079129	-0.0306017807	0.0201848719	-0.022007689	0.0818248515	-0.1164988359	0.0472502337	-0.0483007178	0.0405846348	0.0795166928	-0.0043439297	0.0343588514	0.0438226899	-0.1324473357	-0.1706413005	0.0516781035	-0.06080644	-0.0247271516	-0.0033348277	0.0817911654	0.0449324594	-0.0135045706	0.0699515839	0.0836409695	-0.0209728015	0.1048649998	-0.0812085045	-0.0492953593	0.0273846144	-0.0611660977	-0.0350663525	0.0803796683	-0.0336334039	0.0305069204	0.0231923795	0.0368858598	0.1303476859	-0.0258903976	-0.0508493916	-0.0181611205	0.0399641227	-0.1194368414	-0.0813196686	0.1235299382	-0.0394452021	0.1072161204	0.0173867602	0.1525336867	0.0689172507	0.0552259666	0.0600146299	-0.0020118534	-0.1449346187	-0.1520519648	0.0381991229	0.0922717769	-0.003630281	-0.0692922179	0.0220122793	0.0312730653	-0.0187610129	0.0041315418	0.0308968742	-0.0592587598	-0.1204414683	0.0012091775	-0.1154447293	-0.003627002	0.0487733365837215	0.0177330450696332	0.0023788383615089	0.0003144608874416	0.2105831994020945	0.1700060494292756	0.0443452838704222	0.0289020568425493	0.0727472934700443	0.0684428449758485	0.0052921687072167	0.004684423028388	0.0018303608162269	-0.0004194693375839	3.3502207175788032e-06	1.7595452517307592e-07	-0.0001938160354715	6.22084703232e-05	3.756465560588975e-08	3.869893779952454e-09	-0.0014373228857018	-8.161097537009998e-05	6.660351300859066e-09	2.06589707776215e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
950873.967718726	2452.525208479259	6014879.898226233	904161302485.1528	1372369.1718087925	8012.424854343291	64198952.04649811	1883397143731.1511	958018.2731286796	1827.157642977196	3338505.052289982	917799011648.4574	1007051.7847813864	1069940.5529451438	1.330866	26.731298	0.124337538350581	0.0697056701428849	-0.1431259437	0.0161032835	-0.1888581975	-0.0094199274	-0.0053203647	-0.0174437786	0.1805166691	-0.0095186283	0.0462421879	-0.1165192593	-0.0168438462	0.0082106315	0.0240672502	0.0172766671	0.104684204	-0.120440529	0.046154254	0.1336307197	0.0203745362	0.0973652163	0.0334230167	-0.0616676229	-0.0186105642	0.0274465863	0.029852531	-0.0601541235	0.0946893669	-0.0167157353	-0.1347659179	0.13831747	0.023652904	-0.1125852252	-0.0019016358	-0.1236416942	0.0598106116	0.0403783871	-0.1534403315	0.0031220484	-0.0975185467	0.0734853011	0.1414639193	-0.0623006555	-0.0077035036	-0.0314843894	0.0739753045	0.0609254322	-0.1628545222	-0.0343419317	0.1056579229	-0.0925012822	0.1700145587	-0.0451580941	0.0713874955	-0.0102955662	-0.0951707174	0.0622452645	-0.0794205355	-0.0512543583	0.0257322599	-0.1219135412	0.0699013014	-0.0312614968	-0.0174881665	0.0465367629	-0.0586666467	0.0444819732	-0.0544677778	-0.1001320952	-0.1310254581	0.1327795909	0.016992512	0.0208217521	-0.0152829971	-0.1002906513	0.0389689512	0.0146801083	-0.0216280527	0.0135380597	0.0057830214	-0.1965420478	-0.0872115342	-0.1018346907	0.0628424116	0.025515981	-0.0699740645	-0.0683120714	0.1311691074	-0.0826799464	-0.0161825528	-0.0123920941	0.0439416775	0.0236032927	-0.0345399901	0.0395658586	-0.1659272582	0.043925674	-0.0409146706	-0.0285717412	-0.0070076318	-0.0743780229	-0.0012091775	-0.1154447293	0.003627002	0.048578856387806	-0.0001944801959155	0.002359905287947	3.78225466033324e-08	0.2000476729837856	-0.0105355264183089	0.0400190714662276	0.0001109973169108	0.0119381060170127	-0.0608091874530316	0.0001425183752734	0.0036977572786979	0.0010099321774876	-0.0008204286387393	1.0199630031248452e-06	6.731031512636207e-07	-0.0001076515074251	8.61645280464e-05	1.158884705089636e-08	7.424325893458853e-09	-0.001287949166821	0.0001493737188808	2.23125078922803e-08	1.658813056314908e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
954249.1349812656	3375.167262539617	11391754.05011917	910591411612.4938	1367383.995034428	-4985.176774364431	24851987.471662547	1869738989876.3127	959318.9563709	1300.6832422204316	1691776.8965930538	920292860052.5529	1005710.3237033124	1078889.643334551	1.337706	26.868685	0.168412700484144	0.0881092815489214	0.0183240902	-0.1636938282	0.0169168541	0.1115928141	0.0170659661	0.0547105713	0.0427975396	-0.0007727948	-0.1786170389	0.0405177189	-0.0121666159	0.0485946439	-0.1322992458	-0.0178671487	0.1508868494	-0.0003802157	-0.0782478166	-0.069504181	0.1497179485	-0.0188237937	-0.043380591	0.0983959009	0.142159717	-0.0662367632	-0.029977436	0.0595400005	0.0752920172	0.1069271542	-0.0243378735	-0.142963194	0.0389364332	0.007906859	0.2142075512	-0.0819757873	-0.061794486	0.0550749964	0.0202189575	-0.0089192471	0.0572531402	-0.0983459223	-0.0399806258	0.0648720904	-0.0546849311	-0.0937209679	0.0250226891	-0.0064659642	-0.0858996081	0.0544021542	0.1293709086	0.0324982677	-0.0061814273	-0.069387176	-0.0004277687	0.0430685788	0.2747818085	-0.0261559345	0.0061416983	0.0665426747	-0.0742503757	-0.0643626616	-0.0172928391	0.1228454197	0.1136903938	0.0692882903	0.052070278	-0.1095613651	0.0933714784	0.0900675892	-0.0970201396	0.0123482743	-0.0692316554	0.0814080047	0.0137132408	-0.096993127	0.0876027081	-0.0944088376	0.0545394893	0.0676238218	0.0801521933	-0.1005326158	-0.092719559	0.1084017195	-0.0302461798	0.0343568982	-0.0205289199	0.1408452123	0.0765879179	-0.1968629001	-0.0970014253	0.0756526861	-0.0075527649	0.113212788	-0.0341760619	0.0090040979	-0.0828903764	0.0078944128	-0.0047746978	-0.1070368766	-0.009431627	0.0267152296	-0.003627002	-0.1152422001	0.010866692	0.0325111432541831	-0.0160677131336229	0.001056974435694	0.0002581714053443	0.1269606555698175	-0.073087017413968	0.0161190080627178	0.0053417121144696	-0.0236956772762653	-0.035633783293278	0.0005614851215809	0.0012697665117922	0.0012276972756496	0.0002177650981619	1.50724060063745e-06	4.7421637977505495e-08	-0.0003590383474829	-0.0002513868400578	1.2890853496325162e-07	6.319534335424591e-08	-0.0016912809614667	-0.0004033317946457	1.626765365721211e-07	2.860431290619725e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
953790.3236053158	-458.811375949881	210507.8787010231	909715981403.1328	1370684.7460275425	3300.7509931144305	10894957.1185459	1878776672992.5889	960215.6618481918	896.7054772917181	804080.713004968	922014117258.5608	1008742.2470223896	1091713.1673832808	1.066442	21.420162	0.1108732600188043	0.0664137396888012	0.0244612147	-0.052185128	0.041388922	0.0549167382	0.188251453	-0.0181331953	-0.0456904521	-0.0259858293	0.019144723	0.1935408178	-0.1181419543	0.0557124197	-0.0728691067	-0.0052455482	0.1129096601	0.0081310892	-0.0608030359	-0.1328881646	0.0383573352	-0.0128463103	-0.0720431571	0.0377306134	0.1048986463	0.0331791532	-0.0083827928	0.0699822239	0.1704279537	0.0216090544	0.0680562434	0.0145309304	0.0590157512	-0.0100530908	0.005641294	0.0813757704	-0.0169466147	-0.0095941666	-0.0161062372	0.0926177568	-0.1084000624	-0.2026032553	-0.0045083384	-0.0509255401	0.0969836733	-0.1052007594	-0.0361781717	-0.023233749	0.0246734971	0.051631602	0.0664930385	-0.0357362711	-0.1820985297	-0.0690422934	0.0087916125	0.0477729496	0.0930222804	0.0153180994	-0.0894527554	-0.1019332967	-0.0254630116	-0.097538099	-0.1345157193	0.0141538844	-0.0087307879	-0.0582863989	0.0459976998	-0.0611559623	-0.0568157932	-0.040598801	-0.1393180169	0.0240441248	-0.0503162124	-0.051792873	-0.0790897944	-0.0397787055	-0.0315151665	0.045487916	-0.0055887172	0.0547711898	0.0928787818	-0.1238220628	-0.0069222007	-0.065583365	-0.1369995861	0.0867806181	0.0175970929	0.1274244741	0.0471204174	-0.0710493232	-0.07819726	0.0070295081	0.046636885	0.1264458863	-0.1204479199	-0.1221746694	0.0174153684	-0.0915892361	0.0203385738	0.0171950453	-0.0641464039	0.0579785549	-0.0060432357	-0.1148374968	0.0180634961	0.0292627710821165	-0.0032483721720665	0.0008563097714043	1.0551921768256658e-05	0.185941299471807	0.0589806439019894	0.0345741668492642	0.0034787163550932	-0.023041463988207	0.0006542132880583	0.0005309090627198	4.279950262720524e-07	0.0010966245659264	-0.0001310727097232	1.202585438593265e-06	1.7180055234182253e-08	-0.0006476319676593	-0.0002885936201764	4.194271655342566e-07	8.328627760652024e-08	-0.0011511466782325	0.0005401342832342	2.9174504392492305e-07	1.3251386748057186e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
950803.8316424524	-2986.491962863365	8919134.244247476	904027926265.969	1373963.864009534	3279.117981991498	10752614.739819992	1887776699604.0093	957990.5416316232	-2225.1202165685827	4951159.978182216	917745877855.6508	1006576.2567901444	1085676.2953153104	0.994337	19.971893	0.1266645971471534	0.05928231045832	-0.0282230263	-0.0702085103	0.1280038527	-0.0096590378	0.0944125922	0.0726075246	-0.0255713092	-0.0337785832	0.1067402541	0.1759934704	-0.0073196072	0.1484256741	-0.0078005571	0.0641802622	0.1257628274	-0.0192526538	-0.0048904948	-0.1338834195	0.0419680666	-0.0038517491	-0.0276009153	-0.0608614348	0.0926494054	-0.087479328	-0.0520322418	0.0471389167	0.1059720913	-0.016463921	0.0450211242	0.0178351457	-0.0694305741	-0.0581788455	-0.0039786188	0.1134162706	-0.0080418753	-0.1542741562	-0.043886925	0.0759476305	-0.1258226663	0.1245530621	-0.0274302952	0.0471750975	0.0109556784	0.1040078604	0.034204468	0.0716007793	-0.0802359726	0.084175815	0.058642334	-0.0867389025	-0.1729104673	-0.0774325669	0.0232231133	-0.0141240675	0.0408465714	0.0312644821	-0.0004574446	-0.084507151	0.0743529785	-0.0300517262	-0.0311375886	-0.014924867	0.0274522413	0.074371783	-0.0295113778	-0.0390439972	0.0035375524	-0.0790767038	-0.0514396513	0.0022633218	-0.0227368672	0.0124908589	0.1031901095	0.0133478275	-0.1032024587	0.0168468251	-0.0488554107	0.0100703021	0.0541151403	-0.0596324224	-0.0969663945	0.0386288478	0.0188430003	-0.0167496051	-0.0635797154	0.1844942149	-0.0634119588	-0.0652401654	0.0428615045	0.0161688625	-0.0116654822	0.1140064095	-0.0879017027	-0.1532764652	-0.022798651	0.0923035968	0.0595508069	-0.0375094341	-0.0214160442	-0.018615183	-0.0084568186	-0.1142313295	0.0251890118	0.0404404581781676	0.011177687096051	0.0016354306576601	0.0001249406888172	0.2108668632018435	0.0249255637300365	0.0444648339965849	0.0006212837272601	0.0255041769432438	0.0485456409314508	0.0006504630415522	0.0023566792534453	0.0015569248333024	0.000460300267376	2.4240149365537063e-06	2.1187633614641723e-07	-0.0009019946816466	-0.0002543627139873	8.135944057187512e-07	6.4700390266985e-08	-0.0012767978046615	-0.000125651126429	1.5788205572876577e-08	1.630212633988426e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
950277.1718435286	-526.6597989237634	277370.5438024189	903026703326.9352	1362801.8632150425	-11162.000794491498	124590261.73622882	1857228918382.3916	957357.5537216148	-632.9879100084072	400673.6942168114	916533485667.8344	1004753.664728096	1071016.8406189112	1.04134	20.915985	0.0882425542378432	0.0474101259227528	-0.0074926598	-0.0824189425	-0.0672947148	-0.0761745371	0.0933185154	0.0908479426	0.0294720998	0.0736244983	0.0471514572	0.0416337329	0.0269802077	0.1161894413	-0.0260403848	0.0550659175	0.1326383517	0.0189229137	-0.0071754658	-0.0176518228	0.0074436784	0.0670795065	-0.0183785536	0.053490997	0.1135157025	7.07354e-05	-0.0043401574	-0.0188409605	0.0118244281	-0.0900443915	-0.1265271608	0.0173018044	0.0527894905	-0.0101205417	-0.076632234	0.044800147	0.0784977351	0.0008035785	-0.0243623022	0.0530837002	-0.0514383104	0.0745308282	-0.0728039377	-0.156545946	-0.0105442023	0.1172856737	0.0436794341	0.0145438342	-0.0190984776	0.0676147685	0.0823349349	-0.0550782747	0.003264678	-0.0348033714	-0.0001750571	-0.0539930128	0.0120511173	-0.0491684764	-0.1296220641	-0.0810631019	0.1238534536	0.0480472706	-0.0275188037	0.0576567452	-0.0874868231	-0.0376458306	-0.0344362205	0.046352808	-0.0385022648	-0.0154593152	-0.0364997336	0.0146029639	-0.0098376738	0.04540741	-0.1187484349	-0.030057083	-0.0705635633	-0.0332031694	-0.028627768	0.0001951404	0.0477879749	-0.0929328022	-0.0704264607	-0.0074394877	-0.0746845648	0.0827323814	-0.0365303595	0.0746155275	0.127851807	-0.0206685825	0.0589919848	0.0209117491	0.0155096662	0.02770354	0.0159318845	0.0247369824	0.0628527892	-0.0158814958	-0.0729615355	0.0330042862	-0.091124707	-0.0130885273	-0.010866692	-0.1134247617	0.032215118	0.0423891083369056	0.001948650158738	0.0017968365055979	3.797237441149653e-06	0.1769555541747536	-0.0339113090270899	0.0313132681532941	0.0011499768799307	0.0255130075261291	8.830582885300392e-06	0.0006509135530283	7.797919409416019e-11	0.00104205825766	-0.0005148665756424	1.0858854123573948e-06	2.650875907137314e-07	-0.0005902803467752	0.0003117143348713	3.484308877890504e-07	9.716582656431929e-08	-0.0014976921835303	-0.0002208943788687	4.879432661583293e-08	2.243081876607758e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
951627.3569135806	1350.185070051928	1822999.7233911296	905594626426.3271	1364181.7149099575	1379.851694914978	1903990.6999597372	1860991751294.6729	957140.7586206896	-216.795100925141	47000.11578514208	916118431812.9893	1002779.0500656012	1070030.265470436	1.086922	21.831518	0.1319931113592692	0.0751541706024009	0.0546750024	-0.0387665502	-0.1405474028	0.0314204868	-0.1106421565	-0.0440139852	0.0273599931	0.068287406	-0.1547854286	-0.1080424869	0.0349795965	0.073388451	0.1044633052	0.1160231752	0.0313429398	0.0696507332	-0.0241328358	0.1349770736	-0.0463303986	0.0827664393	-0.0117708755	0.0581419503	-0.0915854722	-0.0474373528	-0.0167726138	-0.0610751509	-0.0665234083	-0.0514237198	-0.0529814927	-0.1100601837	-0.1152206601	0.0768802949	0.0523838419	0.1176490147	-0.1625526367	0.0877118358	0.0556970332	0.0302370446	0.0471610525	0.0374541284	0.0434113463	0.0055539098	-0.0088864259	0.0029871282	0.0039035908	0.0713080122	-0.0475097816	0.1332978246	0.0258184285	0.0524327768	0.1738777601	0.0793950377	-0.0073182019	0.0238913476	0.0101094176	0.0501890121	0.0372590533	0.0776851707	0.079903863	0.111378289	-0.0245319128	-0.0043753999	-0.0143561576	-0.0382710482	0.036040117	-0.0345009806	0.011066144	0.0085971167	0.1178671302	0.0344985558	-0.0762380234	-0.0297332913	0.1027268175	-0.1528176957	0.0610763174	0.1139898786	0.0407370107	-0.0213334542	0.0897443376	0.0759556955	-0.1431887313	0.0126025119	0.0378174306	-0.0372888697	-0.0310278959	-0.0392621181	0.0339371135	-0.0305148297	-0.0784511065	-0.0558043508	0.0159113512	-0.070355095	0.0907851408	0.0361844513	-0.026856619	0.0588123265	-0.0302068629	-0.0709298881	-0.0053036544	-0.1652616406	-0.013271799	-0.1124192083	0.0391140859	0.0617935534786227	0.019404445141717	0.0038184432515154	0.0003765324912579	0.1512866957114482	-0.0256688584633053	0.0228876642992883	0.0006588902948092	0.0258840488427409	0.0003710413166118	0.0006699839844933	1.3767165863301937e-07	0.0022947354232267	0.0012526771655666	5.265810662611421e-06	1.5692000811322211e-06	-0.001043191247662	-0.0004529109008868	1.0882479791986003e-06	2.0512828414209283e-07	-0.0014723049212311	2.538726229919992e-05	6.445130870483774e-10	2.167681781081316e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
953533.1733323898	1905.8164188092344	3632136.222202854	909225512645.3372	1367924.8743379237	3743.159427966224	14011242.50317243	1871218461832.4243	959604.6819280908	2463.923307401128	6070918.064754514	920841145578.3124	1007890.8321803436	1088634.1914156177	1.038862	20.866219	0.1066308040910556	0.0488032510451621	0.106862367	0.0428757688	0.0746834065	0.0346334638	-0.0815895728	0.0011873399	-0.0762822094	0.0340835721	-0.0983796918	0.0175834825	-0.0232538493	0.0361458546	-0.0012707161	0.0593710472	-0.0652298337	-0.0421183507	-0.092505144	0.0220110012	-0.0420642584	0.1430827113	0.0494630079	0.027597679	-0.0067021685	0.0371916777	-0.0714181552	0.0653386943	-0.0610183618	0.129322606	-0.083147617	0.002825153	-0.0260524317	-0.0901477679	0.0432804228	0.1755444131	-0.0567202314	0.0554168053	0.0832983966	-0.1282561957	-0.1273619962	-0.1838995226	-0.0499342433	0.0749838513	0.0364939373	0.1755249066	0.0395813763	0.0556200464	-0.0678269977	0.0149004657	-0.074285494	0.0192479482	0.0880106305	-0.0727323242	-0.0876007302	0.0500429091	0.0165890231	0.0410906372	0.0072337449	-0.0270490652	-0.0951286177	0.0141799616	-0.1271536709	0.0906237723	0.036019826	0.0558528567	-0.0375411925	0.0648396408	-0.065228304	0.046407134	0.0749913011	-0.0220504727	-0.0690309622	-0.0943541344	0.0841947579	-0.0496920733	0.0184315045	0.2148233466	0.0004019985	0.0294437339	0.1440906295	-0.0012246662	0.1091153743	0.0949131611	-0.0006084093	0.0321126477	0.0192351188	-0.036173353	-0.0188379915	0.0019977857	-0.0153842439	0.0506509631	-0.0133933191	0.0405265967	-0.0115361582	0.0015974906	-0.0220438832	0.0198524941	-0.0250994879	0.0338895985	0.0543452259	-0.059244901	-0.0156710845	-0.1112164334	0.0458586883	0.0516693677086692	-0.0101241857699534	0.0026697235594136	0.0001024991375045	0.1597499214516489	0.0084632257402006	0.0255200374038079	7.162618992959563e-05	-0.0165446353775706	-0.0424286842203115	0.0002737249597767	0.0018001932446669	0.001967051914265	-0.0003276835089616	3.869293233413601e-06	1.073764820454523e-07	-0.0007701417083896	0.0002730495392724	5.931182510012517e-07	7.455605089686992e-08	-0.0011607438022534	0.0003115611189777	9.707033085863653e-08	1.3473261744696805e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
951717.9853757946	-1815.1879565952115	3294907.3177682986	905767123687.7612	1375691.7592690678	7766.884931144072	60324501.53363285	1892527816520.8228	958506.3004625737	-1098.3814655171009	1206441.8437914944	918734328026.4496	1007907.0042598146	1080732.1690834833	0.973943	19.56226	0.0760062325642354	0.0453699057400691	0.0860759869	0.0340736273	-0.0219363395	0.0141511866	-0.0251301978	-0.0987511736	-0.0875791194	-0.014386251	0.0393172842	0.055080342	0.0405801847	-0.0431611757	0.051151898	0.0792061841	-0.0129894114	0.0433698784	-0.0811472493	0.055037609	-0.0037479472	0.0548726246	-0.0607094519	-0.031596501	-0.1434847847	0.0317056049	-0.0567724712	0.0643413435	0.072257968	0.0157678651	0.0034337099	0.0623717359	-0.0273638648	-0.0383766855	-0.1168532567	-0.0502384642	-0.0381465703	-0.1028762746	0.0405447331	-0.0277118762	-0.0281259062	-0.00390811	-0.047323283	0.0398828521	-0.067527369	-0.0100974085	0.1059932117	-0.1686486197	-0.0805579325	0.0808168753	-0.0521005182	0.0620405475	-0.0156134187	-0.033425285	0.0513426084	0.0074363727	-0.0609722852	0.1754300152	0.0416542426	-0.0339580768	0.0441042547	0.0289094596	-0.1257240287	-0.0414523922	0.0272417446	0.0639245585	0.0367997463	0.0074844299	-0.0124490558	-0.0156085295	0.0437998634	0.0090786299	0.0751323131	0.0899702398	0.0962236393	0.1152484772	0.0348202179	0.0779350914	0.0553265207	-0.0013163221	0.1156864192	0.1084394385	-0.0744156565	-0.114585018	0.0342359284	0.0194769787	-0.0204778394	-0.0412962789	-0.1091756061	0.0525938793	0.0111085609	-0.061286936	-0.0286847279	0.0100107413	-0.0603575832	-0.0691814934	-0.0122177485	0.0227356955	-0.0818298562	-0.0058442259	-0.0876994877	-0.0864888548	-0.0180634961	-0.1098185471	0.0524223074	0.0538730237225593	0.0022036560138901	0.0029023026850114	4.856099827554017e-06	0.1439232082596078	-0.015826713192041	0.0207138898757384	0.0002504848504631	0.0219547314903536	0.0384993668679242	0.0004820102348135	0.001482201249231	0.0017169882771971	-0.0002500636370679	2.9480487440322654e-06	6.25318225836265e-08	-0.0008325639541926	-6.242224580299994e-05	6.931627378208177e-07	3.896536771090143e-09	-0.0012377878491901	-7.704404693669982e-05	5.935785168384405e-09	1.5321187596026537e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
950282.3788223586	-1435.606553436024	2060966.17626846	903036599500.2804	1370764.7729740466	-4926.986295021139	24275193.95132613	1878996062826.5896	959135.2538372582	628.9533746845555	395582.3475270908	919940435153.4618	1008383.695223044	1080890.5401116607	0.96781	19.439083	0.1411352425540803	0.0715767822103354	0.0649191871	-0.0184299239	-0.0449284722	-0.0666898546	-0.0050224828	-0.0316753415	-0.0322296846	0.0520611032	0.0020127403	0.0105562406	0.1651289446	-0.0900601154	0.0209233723	0.0483732291	0.0172084867	0.0707123294	-0.1416825717	0.0731104194	0.0410841477	0.0165466085	0.0260566619	0.0234478619	-0.0398087354	9.70972e-05	-0.0567598372	0.1042552972	0.0481984692	-0.0401848055	-0.0246769972	0.0403343747	0.0701941437	-0.0766336644	-0.0488735462	-0.0502871803	-0.0122238798	0.1568665259	-0.0991542598	0.1340585681	0.0577941349	0.0445408925	-0.0423938791	0.0561156575	0.1309911841	0.038402815	0.0168573213	0.0762585102	-0.036145458	0.0539753543	0.0008391613	0.1383067432	0.0566156103	-0.0721167414	0.057193505	-0.032235246	-0.0574490272	0.0329820655	-0.0481362948	-0.0467082582	0.0279478044	0.0186297691	-0.0796304071	-0.0091381737	0.0309927911	0.0938147131	-0.0246427248	0.0642743471	-0.0476590501	-0.1119061388	0.0175237461	0.0307713897	0.0050947457	0.036781098	-0.0579036581	-0.0736460364	-0.0110445495	-0.1288782393	0.0846915305	0.0079144345	0.0788592493	0.0209877233	-0.036936683	0.1014329934	0.0552114457	0.0467879992	-0.0234415059	-0.0145107353	0.1361368867	0.1179553442	-0.1271448893	0.0046041933	-0.0854513503	0.0225714018	0.0131351203	-0.0365969702	0.0349467987	0.0282953955	0.0142136927	-0.0507658795	0.0241758489	-0.0495413325	-0.0204479845	-0.1082280018	0.0587790397	0.042031561613868	-0.0118414621086913	0.0017666521717003	0.0001402202248715	0.0988484409648862	-0.0450747672947216	0.0097710142811885	0.0020317346466733	-0.0145502517724338	-0.0365049832627874	0.0002117098266412	0.0013326138030163	0.0023840079143307	0.0006670196371336	5.683493735591415e-06	4.4491519632183973e-07	-0.0007091716882232	0.0001233922659694	5.029244833773435e-07	1.5225651301063145e-08	-0.0014016565438447	-0.0001638686946546	2.6852949087802558e-08	1.9646410669026694e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
